interface_id,task_family,approved,checks,parse_rate,mean_p_continue,persistence_logit_sd,mean_absolute_mapping_gap,top_token_action_rate
yes_no,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.20733442163736707,1.4570641167757443,0.16713086478615233,0.0
yes_no,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.2766298069719764,1.745803078766477,0.07199476169194151,0.0
yes_no,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.2827260928759516,1.253659896300915,0.10577865199315956,0.0
yes_no,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.3706787502395959,1.2160847468749538,0.18226234821173107,0.0
yes_no,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.3603231951281158,0.4039605741656307,0.07368813501531513,0.0
yes_no,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.5920224550416953,1.439166314990519,0.15711778470971402,0.0
yes_no,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.4192855984802805,1.2597273351958145,0.19428092055705495,0.0
continue_stop,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.4045730409723001,1.1710878947989485,0.33288212366542796,0.0
continue_stop,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.514818181341356,1.8090264787579693,0.45398177396704653,0.0
continue_stop,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.7209659538781396,1.122753563776019,0.20543946076767938,0.0
continue_stop,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.4379998397852865,1.7907582114153247,0.5267876834852647,0.0
continue_stop,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6020615012493878,1.24942783515265,0.4216454020278889,0.0
continue_stop,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6124856131276979,2.385332860023386,0.4206453854151636,0.0
continue_stop,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.5644078913157853,1.7326317300177805,0.4022512814379786,0.0
a_b,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.47791365120606427,1.433679829357777,0.4564708545416819,0.0
a_b,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.6344040413887507,1.2087180373376212,0.10924299692502047,0.0
a_b,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.713610050973212,1.4566232911873196,0.3332612439431977,0.0
a_b,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.5415018776408971,1.0956546169062689,0.18860168491233978,0.0
a_b,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.5372806399688073,0.6626745319617575,0.20108608987517265,0.0
a_b,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.7300525005706768,1.4680733054674038,0.09950108124184108,0.0
a_b,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6369427887589297,1.896457958813752,0.3607751275853747,0.0
x_y,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6074783613464264,1.4047861967127155,0.3151307984986103,0.0
x_y,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.6804620648547762,1.4603562442669566,0.20192910788110338,0.0
x_y,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.74104782619426,1.9291200681368008,0.38213116041226663,0.0
x_y,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.7247723478306212,1.2794051931679364,0.13251935387052466,0.0
x_y,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.6296821992492802,0.7956088659097035,0.24376590607706472,0.0
x_y,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.8413076785899933,1.5554998560783884,0.1147961533634069,0.0
x_y,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6058141215234989,2.459789619408825,0.4208671394912624,0.0
