interface_id,task_family,approved,checks,parse_rate,mean_p_continue,persistence_logit_sd,mean_absolute_mapping_gap,top_token_action_rate
yes_no,bandit,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.5240751274968664,0.9681067893831329,0.1324845639973252,1.0
yes_no,debugging,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.5080970351023995,1.2587458868362267,0.19729248349525422,1.0
yes_no,effort,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.5405205082157835,1.165664925059566,0.07603336920193898,1.0
yes_no,foraging,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.47822682281035384,1.4728879233484682,0.1477111782567372,1.0
yes_no,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.37347953982890814,0.7863681220944346,0.2686911616433956,1.0
yes_no,solvability,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.6194816880993976,1.8548338798262802,0.13885944068733894,1.0
yes_no,waiting,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.4835540274463279,1.1208945019328433,0.13113962993319517,1.0
continue_stop,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.5062909604167595,1.3041180429916983,0.3564959855177457,1.0
continue_stop,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.49302236242023356,1.8259098710902004,0.4615256131829668,1.0
continue_stop,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.44519764648296484,1.2532091573597741,0.3110391526808303,1.0
continue_stop,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.4691785360025723,1.6849229642568904,0.3992857047462664,1.0
continue_stop,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.3892667213718662,0.9368759693368723,0.31674497467224866,1.0
continue_stop,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.49382248797244244,2.677573310806963,0.5171913330778378,1.0
continue_stop,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': True}",1.0,0.43992068758974295,1.778143353419722,0.43853460681708306,1.0
a_b,bandit,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.4627600610391645,0.9070964535200766,0.090415811152692,1.0
a_b,debugging,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.47139742831965936,1.3005645096592904,0.08470914068295902,1.0
a_b,effort,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.5166769210894852,1.0822361077592324,0.15934405981155383,1.0
a_b,foraging,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.4478885381375716,1.3289409465992168,0.12676826578892791,1.0
a_b,information_sampling,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.18819680068169015,0.5963637459756623,0.11012417270175438,1.0
a_b,solvability,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.5173324474244434,1.5485592789413911,0.10915468211875873,1.0
a_b,waiting,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.39160490343433424,1.3015686836028257,0.15769094668666694,1.0
x_y,bandit,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.45525979686481005,0.9409165616507664,0.07843283694333672,1.0
x_y,debugging,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.43797109258768624,1.4811834742742969,0.24008881837777465,1.0
x_y,effort,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.48668728017095453,1.1835441842864136,0.19374339496315715,1.0
x_y,foraging,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.4758667659081617,1.2251700562234888,0.13522071234454974,1.0
x_y,information_sampling,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.22364561283460682,0.7711701432436997,0.19509109544719622,1.0
x_y,solvability,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.5337267447937311,1.57533709736646,0.11168898369903443,1.0
x_y,waiting,True,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': True}",1.0,0.40029853542833876,1.139964425428679,0.11154585490755517,1.0
