target,layer,control,shared_variance,evidence_level,result_type
action_history,0,persistence_logit,0.1352175141937008,2,information_access_matched_specificity
action_history,0,success_evidence,0.000449326642847,2,information_access_matched_specificity
action_history,0,continuation_value,8.162972755906576e-05,2,information_access_matched_specificity
action_history,0,disengagement_value,7.35644548651766e-05,2,information_access_matched_specificity
action_history,0,continuation_cost,0.0010145053067777,2,information_access_matched_specificity
action_history,0,response_mapping_sign,1.2402633293201878e-05,2,information_access_matched_specificity
action_history,0,task_identity,0.3540820910117105,2,information_access_matched_specificity
action_history,1,persistence_logit,0.0587262188811295,2,information_access_matched_specificity
action_history,1,success_evidence,0.0006769623277805,2,information_access_matched_specificity
action_history,1,continuation_value,2.090981725028142e-05,2,information_access_matched_specificity
action_history,1,disengagement_value,0.0005057094276748,2,information_access_matched_specificity
action_history,1,continuation_cost,1.05690851430616e-05,2,information_access_matched_specificity
action_history,1,response_mapping_sign,0.000205943695052,2,information_access_matched_specificity
action_history,1,task_identity,0.4550479704375064,2,information_access_matched_specificity
action_history,2,persistence_logit,0.049970515512548,2,information_access_matched_specificity
action_history,2,success_evidence,0.0008156822884727,2,information_access_matched_specificity
action_history,2,continuation_value,2.0689076204722466e-06,2,information_access_matched_specificity
action_history,2,disengagement_value,0.0001990423133323,2,information_access_matched_specificity
action_history,2,continuation_cost,0.0002949054664161,2,information_access_matched_specificity
action_history,2,response_mapping_sign,9.801476299054646e-05,2,information_access_matched_specificity
action_history,2,task_identity,0.6172795203748969,2,information_access_matched_specificity
action_history,3,persistence_logit,0.0246061747067075,2,information_access_matched_specificity
action_history,3,success_evidence,0.0003904830612282,2,information_access_matched_specificity
action_history,3,continuation_value,3.835680487301822e-05,2,information_access_matched_specificity
action_history,3,disengagement_value,0.0004451584767338,2,information_access_matched_specificity
action_history,3,continuation_cost,3.3259255555739474e-05,2,information_access_matched_specificity
action_history,3,response_mapping_sign,0.0003230279637967,2,information_access_matched_specificity
action_history,3,task_identity,0.6322883625682313,2,information_access_matched_specificity
action_history,4,persistence_logit,0.1951499550120347,2,information_access_matched_specificity
action_history,4,success_evidence,5.533904332016832e-06,2,information_access_matched_specificity
action_history,4,continuation_value,0.002005675386845,2,information_access_matched_specificity
action_history,4,disengagement_value,0.0009901630396235,2,information_access_matched_specificity
action_history,4,continuation_cost,0.0010320457930853,2,information_access_matched_specificity
action_history,4,response_mapping_sign,0.0003670058465309,2,information_access_matched_specificity
action_history,4,task_identity,0.5959301248412388,2,information_access_matched_specificity
action_history,5,persistence_logit,0.2184136201686992,2,information_access_matched_specificity
action_history,5,success_evidence,8.312852205961207e-05,2,information_access_matched_specificity
action_history,5,continuation_value,0.0020437401509531,2,information_access_matched_specificity
action_history,5,disengagement_value,0.0024277094636743,2,information_access_matched_specificity
action_history,5,continuation_cost,0.0003124525337062,2,information_access_matched_specificity
action_history,5,response_mapping_sign,9.38168315789976e-05,2,information_access_matched_specificity
action_history,5,task_identity,0.5932566755852843,2,information_access_matched_specificity
action_history,6,persistence_logit,0.2195837555768034,2,information_access_matched_specificity
action_history,6,success_evidence,8.148505723254715e-05,2,information_access_matched_specificity
action_history,6,continuation_value,0.0011142084059643,2,information_access_matched_specificity
action_history,6,disengagement_value,0.0026642833830126,2,information_access_matched_specificity
action_history,6,continuation_cost,0.0007771954333593,2,information_access_matched_specificity
action_history,6,response_mapping_sign,1.697680540235584e-05,2,information_access_matched_specificity
action_history,6,task_identity,0.6547297415395852,2,information_access_matched_specificity
action_history,7,persistence_logit,0.0955578189913359,2,information_access_matched_specificity
action_history,7,success_evidence,0.0005572775130773,2,information_access_matched_specificity
action_history,7,continuation_value,0.0002597337984633,2,information_access_matched_specificity
action_history,7,disengagement_value,0.0043445016079172,2,information_access_matched_specificity
action_history,7,continuation_cost,0.0010345642222593,2,information_access_matched_specificity
action_history,7,response_mapping_sign,0.0044254308996468,2,information_access_matched_specificity
action_history,7,task_identity,0.5015624822028544,2,information_access_matched_specificity
action_history,8,persistence_logit,0.0780540288093774,2,information_access_matched_specificity
action_history,8,success_evidence,0.0002574749264061,2,information_access_matched_specificity
action_history,8,continuation_value,0.0002576538011308,2,information_access_matched_specificity
action_history,8,disengagement_value,0.0029669138125336,2,information_access_matched_specificity
action_history,8,continuation_cost,0.0012197730640955,2,information_access_matched_specificity
action_history,8,response_mapping_sign,0.0001164022190013,2,information_access_matched_specificity
action_history,8,task_identity,0.4728386662271147,2,information_access_matched_specificity
action_history,9,persistence_logit,0.082141115385847,2,information_access_matched_specificity
action_history,9,success_evidence,0.0001048910552781,2,information_access_matched_specificity
action_history,9,continuation_value,0.001332385478093,2,information_access_matched_specificity
action_history,9,disengagement_value,0.000129151300832,2,information_access_matched_specificity
action_history,9,continuation_cost,0.0015474082733093,2,information_access_matched_specificity
action_history,9,response_mapping_sign,0.0007003721291005,2,information_access_matched_specificity
action_history,9,task_identity,0.4355009350829421,2,information_access_matched_specificity
action_history,10,persistence_logit,0.0012831873396396,2,information_access_matched_specificity
action_history,10,success_evidence,0.00052278654997,2,information_access_matched_specificity
action_history,10,continuation_value,0.0011319361018659,2,information_access_matched_specificity
action_history,10,disengagement_value,0.0008031889125378,2,information_access_matched_specificity
action_history,10,continuation_cost,0.0015724076113562,2,information_access_matched_specificity
action_history,10,response_mapping_sign,0.006327238496148,2,information_access_matched_specificity
action_history,10,task_identity,0.3762670552341042,2,information_access_matched_specificity
action_history,11,persistence_logit,0.0013193482616458,2,information_access_matched_specificity
action_history,11,success_evidence,0.001220857294648,2,information_access_matched_specificity
action_history,11,continuation_value,6.83718912424334e-05,2,information_access_matched_specificity
action_history,11,disengagement_value,0.0013432613339148,2,information_access_matched_specificity
action_history,11,continuation_cost,0.0002564062266482,2,information_access_matched_specificity
action_history,11,response_mapping_sign,2.5293748178666692e-05,2,information_access_matched_specificity
action_history,11,task_identity,0.5886961949758528,2,information_access_matched_specificity
action_history,12,persistence_logit,0.0047015485806082,2,information_access_matched_specificity
action_history,12,success_evidence,0.0010664527480355,2,information_access_matched_specificity
action_history,12,continuation_value,8.097835099737636e-05,2,information_access_matched_specificity
action_history,12,disengagement_value,0.0011201823149657,2,information_access_matched_specificity
action_history,12,continuation_cost,0.000745772358111,2,information_access_matched_specificity
action_history,12,response_mapping_sign,1.194740533471626e-07,2,information_access_matched_specificity
action_history,12,task_identity,0.6816946870501597,2,information_access_matched_specificity
action_history,13,persistence_logit,0.0270129504165736,2,information_access_matched_specificity
action_history,13,success_evidence,5.085054895495412e-05,2,information_access_matched_specificity
action_history,13,continuation_value,0.0003749901665376,2,information_access_matched_specificity
action_history,13,disengagement_value,0.0014434510187631,2,information_access_matched_specificity
action_history,13,continuation_cost,0.0006275065399478,2,information_access_matched_specificity
action_history,13,response_mapping_sign,0.0003461634720937,2,information_access_matched_specificity
action_history,13,task_identity,0.7121151865134043,2,information_access_matched_specificity
action_history,14,persistence_logit,0.0286436471764392,2,information_access_matched_specificity
action_history,14,success_evidence,1.1687982662812476e-05,2,information_access_matched_specificity
action_history,14,continuation_value,8.541382337337049e-05,2,information_access_matched_specificity
action_history,14,disengagement_value,0.0010356896002698,2,information_access_matched_specificity
action_history,14,continuation_cost,0.0002320251142082,2,information_access_matched_specificity
action_history,14,response_mapping_sign,0.0019495835310855,2,information_access_matched_specificity
action_history,14,task_identity,0.678436895099495,2,information_access_matched_specificity
action_history,15,persistence_logit,0.0343488474920975,2,information_access_matched_specificity
action_history,15,success_evidence,8.158704242036636e-05,2,information_access_matched_specificity
action_history,15,continuation_value,3.4039990589460097e-06,2,information_access_matched_specificity
action_history,15,disengagement_value,0.0027471390380687,2,information_access_matched_specificity
