Index,contrast_family,base_semantic_id,source_semantic_id,task_family,identifiability_score,delta_O,delta_O_star,delta_A,delta_H,delta_E,upstream_distance,predicted_E_delta,effect_bin,_14,cause_route,effect_match_group,route_effect_mismatch,contrast_id,pair_split,H_match_tolerance,E_match_tolerance,candidate_variables_frozen,semantic_contrast_id,pair_id,base_condition_id,source_condition_id,response_mapping,predicted_O_effect,predicted_O_star_effect,predicted_H_effect,predicted_E_effect,behavioral_base_logit,behavioral_source_logit,computational_targets_frozen_before_neural,artifact_id,layer,rank,primary,projection_distance,signed_projection_delta,projection_delta
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,das_000_contextual_outcome_history_latent_context_L30_r8,30,8,False,1.234667088091099,-0.15015223622322083,"[-0.5778014659881592, -0.8409111499786377, 0.4470651149749756, -0.2023639678955078, -0.02256298065185547, -0.03319263458251953, 0.3611030578613281, -0.3325538635253906]"
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,0.680624134528159,-0.44760775566101074,"[-0.2707691192626953, -0.6244463920593262]"
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,das_002_outcome_history_outcome_history_L30_r2,30,2,False,0.795358203014481,-0.4151937961578369,"[-0.7945504188537598, -0.03583717346191406]"
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,whole_state_L16,16,2560,False,0.01333897542811747,0.00028530359850265086,
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,whole_state_L20,20,2560,False,0.03578157243943,-0.0005351543659344316,
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,whole_state_L24,24,2560,False,0.04865308030001693,-0.0003748416784219444,
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,whole_state_L28,28,2560,False,0.05496527430286757,8.723139762878418e-05,
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,whole_state_L30,30,2560,False,0.07000585109089916,-0.00027952194795943797,
1,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m1,abs-candidate-0016302-m1,abs-candidate-0016134-m1,continue_y,0.0,-0.8026760830878423,0.015572615728943084,0.015572615728943084,-3.1744484340178967,-3.1588758182889536,True,das_000_contextual_outcome_history_latent_context_L30_r8,30,8,False,1.44216521655762,-0.10841599106788635,"[-0.8590714931488037, 0.7913371324539185, 0.15657424926757812, -0.6510372161865234, 0.04712343215942383, -0.42443907260894775, 0.23892593383789062, -0.16674089431762695]"
1,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m1,abs-candidate-0016302-m1,abs-candidate-0016134-m1,continue_y,0.0,-0.8026760830878423,0.015572615728943084,0.015572615728943084,-3.1744484340178967,-3.1588758182889536,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,0.6902233609159132,-0.12237469851970673,"[-0.5948454141616821, 0.3500960171222687]"
