Index,contrast_family,base_semantic_id,source_semantic_id,task_family,identifiability_score,delta_O,delta_O_star,delta_A,delta_H,delta_E,upstream_distance,predicted_E_delta,effect_bin,_14,cause_route,effect_match_group,route_effect_mismatch,contrast_id,pair_split,H_match_tolerance,E_match_tolerance,candidate_variables_frozen,semantic_contrast_id,pair_id,base_condition_id,source_condition_id,response_mapping,predicted_O_effect,predicted_O_star_effect,predicted_H_effect,predicted_E_effect,behavioral_base_logit,behavioral_source_logit,computational_targets_frozen_before_neural,artifact_id,layer,intervention_type,neural_counterfactual_effect,intervention_norm
0,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m0,abs-candidate-0016302-m0,abs-candidate-0016134-m0,continue_x,0.0,-0.8026760830878423,0.01557261572894264,0.01557261572894264,-3.1144345816446104,-3.0988619659156678,True,persistence_state,28,persistence_state,0.25,0.8524845838546753
1,same_raw_different_context,abs-candidate-0016302,abs-candidate-0016134,debugging,3.0291654656582145,0.0,-4.161,-2.38,0.01557261572894264,0.01557261572894264,4.793570798475808,0.01557261572894264,near_zero,,,,,abs-same_raw_different_context-000000,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000000,abs-same_raw_different_context-000000:m1,abs-candidate-0016302-m1,abs-candidate-0016134-m1,continue_y,0.0,-0.8026760830878423,0.015572615728943084,0.015572615728943084,-3.1744484340178967,-3.1588758182889536,True,persistence_state,28,persistence_state,0.0,0.5045590996742249
10,same_raw_different_context,abs-candidate-0016050,abs-candidate-0015882,debugging,3.029165465658214,0.0,-4.161,-2.38,0.015572615728943084,0.015572615728943084,4.793570798475808,0.015572615728943084,near_zero,,,,,abs-same_raw_different_context-000005,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000005,abs-same_raw_different_context-000005:m0,abs-candidate-0016050-m0,abs-candidate-0015882-m0,continue_x,0.0,-0.8026760830878423,0.015572615728943084,0.015572615728943084,-2.9172262495925283,-2.901653633863585,True,persistence_state,28,persistence_state,0.25,0.9004440307617188
11,same_raw_different_context,abs-candidate-0016050,abs-candidate-0015882,debugging,3.029165465658214,0.0,-4.161,-2.38,0.015572615728943084,0.015572615728943084,4.793570798475808,0.015572615728943084,near_zero,,,,,abs-same_raw_different_context-000005,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000005,abs-same_raw_different_context-000005:m1,abs-candidate-0016050-m1,abs-candidate-0015882-m1,continue_y,0.0,-0.8026760830878428,0.015572615728943529,0.015572615728943529,-2.977240101965815,-2.9616674862368715,True,persistence_state,28,persistence_state,-0.125,0.5421677231788635
20,same_raw_different_context,abs-candidate-0015882,abs-candidate-0016050,debugging,3.029165465658214,0.0,4.161,2.38,-0.015572615728943084,-0.015572615728943084,4.793570798475808,-0.015572615728943084,near_zero,,,,,abs-same_raw_different_context-000010,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000010,abs-same_raw_different_context-000010:m0,abs-candidate-0015882-m0,abs-candidate-0016050-m0,continue_x,0.0,0.8026760830878423,-0.015572615728943084,-0.015572615728943084,-2.901653633863585,-2.9172262495925283,True,persistence_state,28,persistence_state,-0.25,0.8994882106781006
21,same_raw_different_context,abs-candidate-0015882,abs-candidate-0016050,debugging,3.029165465658214,0.0,4.161,2.38,-0.015572615728943084,-0.015572615728943084,4.793570798475808,-0.015572615728943084,near_zero,,,,,abs-same_raw_different_context-000010,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000010,abs-same_raw_different_context-000010:m1,abs-candidate-0015882-m1,abs-candidate-0016050-m1,continue_y,0.0,0.8026760830878428,-0.015572615728943529,-0.015572615728943529,-2.9616674862368715,-2.977240101965815,True,persistence_state,28,persistence_state,0.0,0.5415396094322205
30,same_raw_different_context,abs-candidate-0034194,abs-candidate-0034026,debugging,3.0291654656582137,0.0,-4.161,-2.38,0.015572615728943529,0.015572615728943529,4.793570798475808,0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000015,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000015,abs-same_raw_different_context-000015:m0,abs-candidate-0034194-m0,abs-candidate-0034026-m0,continue_x,0.0,-0.8026760830878421,0.015572615728943529,0.015572615728943529,-1.3210788071421828,-1.3055061914132393,True,persistence_state,28,persistence_state,0.125,0.8733792901039124
31,same_raw_different_context,abs-candidate-0034194,abs-candidate-0034026,debugging,3.0291654656582137,0.0,-4.161,-2.38,0.015572615728943529,0.015572615728943529,4.793570798475808,0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000015,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000015,abs-same_raw_different_context-000015:m1,abs-candidate-0034194-m1,abs-candidate-0034026-m1,continue_y,0.0,-0.8026760830878421,0.01557261572894375,0.01557261572894375,-1.3810926595154691,-1.3655200437865254,True,persistence_state,28,persistence_state,0.0,0.44439801573753357
40,same_raw_different_context,abs-candidate-0046626,abs-candidate-0046794,debugging,3.0291654656582137,0.0,4.161,2.38,-0.01557261572894375,-0.01557261572894375,4.793570798475808,-0.01557261572894375,near_zero,,,,,abs-same_raw_different_context-000020,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000020,abs-same_raw_different_context-000020:m0,abs-candidate-0046626-m0,abs-candidate-0046794-m0,continue_x,0.0,0.9143597120123879,-0.01557261572894375,-0.01557261572894375,-1.3961199238628381,-1.4116925395917819,True,persistence_state,28,persistence_state,-0.125,0.5693299770355225
41,same_raw_different_context,abs-candidate-0046626,abs-candidate-0046794,debugging,3.0291654656582137,0.0,4.161,2.38,-0.01557261572894375,-0.01557261572894375,4.793570798475808,-0.01557261572894375,near_zero,,,,,abs-same_raw_different_context-000020,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000020,abs-same_raw_different_context-000020:m1,abs-candidate-0046626-m1,abs-candidate-0046794-m1,continue_y,0.0,0.9143597120123883,-0.01557261572894375,-0.01557261572894375,-1.4561337762361242,-1.471706391965068,True,persistence_state,28,persistence_state,0.125,0.43621763586997986
50,same_raw_different_context,abs-candidate-0034026,abs-candidate-0034194,debugging,3.0291654656582137,0.0,4.161,2.38,-0.015572615728943529,-0.015572615728943529,4.793570798475808,-0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000025,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000025,abs-same_raw_different_context-000025:m0,abs-candidate-0034026-m0,abs-candidate-0034194-m0,continue_x,0.0,0.8026760830878421,-0.015572615728943529,-0.015572615728943529,-1.3055061914132393,-1.3210788071421828,True,persistence_state,28,persistence_state,-0.25,0.8725375533103943
51,same_raw_different_context,abs-candidate-0034026,abs-candidate-0034194,debugging,3.0291654656582137,0.0,4.161,2.38,-0.015572615728943529,-0.015572615728943529,4.793570798475808,-0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000025,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000025,abs-same_raw_different_context-000025:m1,abs-candidate-0034026-m1,abs-candidate-0034194-m1,continue_y,0.0,0.8026760830878421,-0.01557261572894375,-0.01557261572894375,-1.3655200437865254,-1.3810926595154691,True,persistence_state,28,persistence_state,0.0,0.4443209767341614
60,same_raw_different_context,abs-candidate-0034950,abs-candidate-0034782,debugging,3.0291654656582137,0.0,-4.161,-2.38,0.015572615728943529,0.015572615728943529,4.793570798475808,0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000030,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000030,abs-same_raw_different_context-000030:m0,abs-candidate-0034950-m0,abs-candidate-0034782-m0,continue_x,0.0,-0.863688283547236,0.015572615728943529,0.015572615728943529,-0.9978225340298589,-0.9822499183009153,True,persistence_state,28,persistence_state,0.125,0.7414144277572632
61,same_raw_different_context,abs-candidate-0034950,abs-candidate-0034782,debugging,3.0291654656582137,0.0,-4.161,-2.38,0.015572615728943529,0.015572615728943529,4.793570798475808,0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000030,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000030,abs-same_raw_different_context-000030:m1,abs-candidate-0034950-m1,abs-candidate-0034782-m1,continue_y,0.0,-0.8636882835472358,0.015572615728943973,0.015572615728943973,-1.0578363864031455,-1.0422637706742015,True,persistence_state,28,persistence_state,-0.125,0.4440966248512268
70,same_raw_different_context,abs-candidate-0030498,abs-candidate-0030666,debugging,3.0291654656582137,0.0,4.161,2.38,-0.015572615728943529,-0.015572615728943529,4.793570798475808,-0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000035,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000035,abs-same_raw_different_context-000035:m0,abs-candidate-0030498-m0,abs-candidate-0030666-m0,continue_x,0.0,0.9143597120123879,-0.015572615728943529,-0.015572615728943529,-2.841930223438684,-2.8575028391676276,True,persistence_state,28,persistence_state,0.0,0.5243910551071167
71,same_raw_different_context,abs-candidate-0030498,abs-candidate-0030666,debugging,3.0291654656582137,0.0,4.161,2.38,-0.015572615728943529,-0.015572615728943529,4.793570798475808,-0.015572615728943529,near_zero,,,,,abs-same_raw_different_context-000035,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000035,abs-same_raw_different_context-000035:m1,abs-candidate-0030498-m1,abs-candidate-0030666-m1,continue_y,0.0,0.9143597120123881,-0.015572615728943973,-0.015572615728943973,-2.9019440758119703,-2.9175166915409143,True,persistence_state,28,persistence_state,0.0,0.3771776258945465
80,same_raw_different_context,abs-candidate-0010333,abs-candidate-0010501,foraging,2.981326453621055,0.0,4.161,2.38,-0.06375043323672136,-0.06375043323672136,4.793570798475808,-0.06375043323672136,moderate_negative,,,,,abs-same_raw_different_context-000040,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000040,abs-same_raw_different_context-000040:m0,abs-candidate-0010333-m0,abs-candidate-0010501-m0,continue_x,0.0,0.907355057797161,-0.06375043323672136,-0.06375043323672136,-2.5603339780371037,-2.624084411273825,True,persistence_state,28,persistence_state,0.0,0.4828893840312958
81,same_raw_different_context,abs-candidate-0010333,abs-candidate-0010501,foraging,2.981326453621055,0.0,4.161,2.38,-0.06375043323672136,-0.06375043323672136,4.793570798475808,-0.06375043323672136,moderate_negative,,,,,abs-same_raw_different_context-000040,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000040,abs-same_raw_different_context-000040:m1,abs-candidate-0010333-m1,abs-candidate-0010501-m1,continue_y,0.0,0.907355057797161,-0.06375043323672225,-0.06375043323672225,-2.425546506165449,-2.489296939402171,True,persistence_state,28,persistence_state,0.0,0.2728481888771057
90,same_raw_different_context,abs-candidate-0007561,abs-candidate-0007729,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000045,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000045,abs-same_raw_different_context-000045:m0,abs-candidate-0007561-m0,abs-candidate-0007729-m0,continue_x,0.0,0.7210836440430128,-0.0637504332367218,-0.0637504332367218,-0.5966320276279291,-0.6603824608646509,True,persistence_state,28,persistence_state,0.0,0.6501092314720154
91,same_raw_different_context,abs-candidate-0007561,abs-candidate-0007729,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000045,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000045,abs-same_raw_different_context-000045:m1,abs-candidate-0007561-m1,abs-candidate-0007729-m1,continue_y,0.0,0.7210836440430128,-0.06375043323672203,-0.06375043323672208,-0.4618445557562752,-0.5255949889929973,True,persistence_state,28,persistence_state,0.0,0.4688187539577484
100,same_raw_different_context,abs-candidate-0015037,abs-candidate-0014869,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000050,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000050,abs-same_raw_different_context-000050:m0,abs-candidate-0015037-m0,abs-candidate-0014869-m0,continue_x,0.0,-0.7382916998547921,0.0637504332367218,0.0637504332367218,-2.2994249790057117,-2.23567454576899,True,persistence_state,28,persistence_state,0.0,0.4585425853729248
101,same_raw_different_context,abs-candidate-0015037,abs-candidate-0014869,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000050,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000050,abs-same_raw_different_context-000050:m1,abs-candidate-0015037-m1,abs-candidate-0014869-m1,continue_y,0.0,-0.7382916998547924,0.0637504332367218,0.0637504332367218,-2.1646375071340582,-2.1008870738973364,True,persistence_state,28,persistence_state,0.0,0.09653057903051376
110,same_raw_different_context,abs-candidate-0038221,abs-candidate-0038053,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000055,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000055,abs-same_raw_different_context-000055:m0,abs-candidate-0038221-m0,abs-candidate-0038053-m0,continue_x,0.0,-0.7210836440430136,0.0637504332367218,0.0637504332367218,-1.489474945847209,-1.4257245126104872,True,persistence_state,28,persistence_state,0.125,0.5989491939544678
111,same_raw_different_context,abs-candidate-0038221,abs-candidate-0038053,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000055,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000055,abs-same_raw_different_context-000055:m1,abs-candidate-0038221-m1,abs-candidate-0038053-m1,continue_y,0.0,-0.7210836440430131,0.0637504332367218,0.0637504332367218,-1.3546874739755548,-1.290937040738833,True,persistence_state,28,persistence_state,-0.125,0.4283551871776581
120,same_raw_different_context,abs-candidate-0007729,abs-candidate-0007561,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000060,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000060,abs-same_raw_different_context-000060:m0,abs-candidate-0007729-m0,abs-candidate-0007561-m0,continue_x,0.0,-0.7210836440430128,0.0637504332367218,0.0637504332367218,-0.6603824608646509,-0.5966320276279291,True,persistence_state,28,persistence_state,0.125,0.64992356300354
121,same_raw_different_context,abs-candidate-0007729,abs-candidate-0007561,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000060,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000060,abs-same_raw_different_context-000060:m1,abs-candidate-0007729-m1,abs-candidate-0007561-m1,continue_y,0.0,-0.7210836440430128,0.06375043323672203,0.06375043323672208,-0.5255949889929973,-0.4618445557562752,True,persistence_state,28,persistence_state,-0.125,0.4692307114601135
130,same_raw_different_context,abs-candidate-0014533,abs-candidate-0014365,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000065,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000065,abs-same_raw_different_context-000065:m0,abs-candidate-0014533-m0,abs-candidate-0014365-m0,continue_x,0.0,-0.7382916998547926,0.0637504332367218,0.0637504332367218,-2.07976837715742,-2.016017943920698,True,persistence_state,28,persistence_state,0.0,0.5492319464683533
131,same_raw_different_context,abs-candidate-0014533,abs-candidate-0014365,foraging,2.9813264536210546,0.0,-4.161,-2.38,0.0637504332367218,0.0637504332367218,4.793570798475808,0.0637504332367218,moderate_positive,,,,,abs-same_raw_different_context-000065,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000065,abs-same_raw_different_context-000065:m1,abs-candidate-0014533-m1,abs-candidate-0014365-m1,continue_y,0.0,-0.7382916998547919,0.06375043323672225,0.06375043323672225,-1.944980905285766,-1.8812304720490438,True,persistence_state,28,persistence_state,0.0,0.020581744611263275
140,same_raw_different_context,abs-candidate-0049393,abs-candidate-0049561,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000070,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000070,abs-same_raw_different_context-000070:m0,abs-candidate-0049393-m0,abs-candidate-0049561-m0,continue_x,0.0,0.9245631136089401,-0.0637504332367218,-0.0637504332367218,-3.368048715872903,-3.431799149109625,True,persistence_state,28,persistence_state,-0.125,0.14893940091133118
141,same_raw_different_context,abs-candidate-0049393,abs-candidate-0049561,foraging,2.9813264536210546,0.0,4.161,2.38,-0.0637504332367218,-0.0637504332367218,4.793570798475808,-0.0637504332367218,moderate_negative,,,,,abs-same_raw_different_context-000070,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000070,abs-same_raw_different_context-000070:m1,abs-candidate-0049393-m1,abs-candidate-0049561-m1,continue_y,0.0,0.9245631136089396,-0.06375043323672225,-0.06375043323672225,-3.233261244001249,-3.2970116772379714,True,persistence_state,28,persistence_state,0.0,0.03837935999035835
150,same_raw_different_context,abs-candidate-0048805,abs-candidate-0048637,foraging,2.981326453621054,0.0,-4.161,-2.38,0.06375043323672214,0.06375043323672214,4.793570798475808,0.06375043323672214,moderate_positive,,,,,abs-same_raw_different_context-000075,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_raw_different_context-000075,abs-same_raw_different_context-000075:m0,abs-candidate-0048805-m0,abs-candidate-0048637-m0,continue_x,0.0,-0.7210836440430135,0.06375043323672214,0.06375043323672214,0.06925521140587043,0.13300564464259257,True,persistence_state,28,persistence_state,0.25,0.8770405054092407
