interface_id,task_family,approved,checks,parse_rate,mean_p_continue,persistence_logit_sd,mean_absolute_mapping_gap,top_token_action_rate
yes_no,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.5412120170261066,7.593819353293763,0.3262698006214996,0.0
yes_no,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.46456062674941717,5.0302484996818375,0.29287629684627453,0.0
yes_no,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.35898192218235214,5.977579149203542,0.3878714480118291,0.0
yes_no,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.5706420961737052,4.833485290409755,0.5783347709922704,0.0
yes_no,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.7904167595358097,3.0315721023315425,0.3688120908216253,0.0
yes_no,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.5228155591519761,6.709507196998807,0.24985287759725558,0.0
yes_no,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.7111254445176741,4.445295209187129,0.3781942384551164,0.0
continue_stop,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.5526953148239049,6.803171352213925,0.2016941823089459,0.0
continue_stop,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6470329465534516,5.356288539859303,0.4941059258004222,0.0
continue_stop,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.49296903396140135,4.768365569542908,0.4663696508076491,0.0
continue_stop,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.6486963519219648,3.952594876010203,0.33256929367146026,0.0
continue_stop,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.8976937844667229,2.248895287496573,0.14563295942783636,0.0
continue_stop,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': False, 'valid_semantic_tokens': False}",1.0,0.5952139232561382,8.867737440040312,0.3733721727616684,0.0
continue_stop,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.8315438465419951,5.126520149191171,0.20910679067742574,0.0
a_b,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.43126053038498713,6.847392758654704,0.09542696724569485,0.0
a_b,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.40650885539826476,5.065689240936298,0.11434400629553026,0.0
a_b,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.3583561234474787,4.457431168291497,0.05247445794216039,0.0
a_b,foraging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.5249121239741092,3.9027756971717804,0.11574448195747147,0.0
a_b,information_sampling,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.8162595856289123,2.316084601510906,0.14657880727705364,0.0
a_b,solvability,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.41939443814749705,7.398667365768188,0.06481129764818067,0.0
a_b,waiting,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.7695468741910303,4.646463975083785,0.0422525209409859,0.0
x_y,bandit,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.451757964340021,7.288422176233373,0.05105480434460877,0.0
x_y,debugging,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.4522944832213936,5.266407226597603,0.1252439084727976,0.0
x_y,effort,False,"{'parse_rate': True, 'behavioral_range': True, 'logit_variance': True, 'counterbalance': True, 'valid_semantic_tokens': False}",1.0,0.3769077263606739,5.0752894354024125,0.10841330903523291,0.0
